grid_id,p_viirs_only_mean,p_viirs_only_sd,p_viirs_only_ci_2_5,p_viirs_only_ci_97_5
702,0.5378691147991723,0.08828305754376,0.3794431224673626,0.7253782938534182
703,0.5477339156834198,0.08958807316228656,0.381526534774528,0.7393414688380832
704,0.5521807124972211,0.09213051131281554,0.38051092497539857,0.7529381661878454
705,0.5600677393176156,0.08976396594251237,0.4100325055933425,0.7544204642551068
706,0.5633431094892618,0.0977882831584352,0.39371109363001167,0.7705897394808954
707,0.5634034549986406,0.09520629624030706,0.4004926753662602,0.7651130883697573
708,0.5657286181881956,0.09706821619247494,0.4017643400217992,0.7749688242617594
709,0.5641235639251944,0.0956904374114034,0.39898540490439666,0.7702052816537092
710,0.559702356116722,0.09425444910819084,0.3963720716325773,0.7681249460614615
711,0.5616802215265277,0.09309686022148213,0.3998449952671056,0.7605649128436714
712,0.5649762418365298,0.09483197924791942,0.40052147597974935,0.763819473434084
713,0.5645844349805925,0.09609684560858764,0.39919190045974506,0.7681807816679886
714,0.5635563571247306,0.09501374225519706,0.3988947387757247,0.7672873324642916
715,0.5575620261874067,0.09509968362160426,0.3932186632158959,0.7685042846798337
716,0.5493949618981042,0.08997944295417167,0.3874273091798339,0.7428729323633316
717,0.5514448605509933,0.0916510028829063,0.3922952886815549,0.7487626722720839
718,0.5582935864937697,0.0933066422700034,0.3877437299852731,0.7567533986753164
719,0.5472106949650304,0.08981922386407808,0.39010856106282066,0.7416670020869001
720,0.5557342299953951,0.09169565626748734,0.39032671290265925,0.7536912587107488
721,0.5692565133533489,0.09728308927062956,0.4050018003754488,0.7743467506795972
722,0.5662173376482629,0.09519145803776052,0.40432810323698437,0.7695664327724725
723,0.5649060385745212,0.0948210883531955,0.40434635356887993,0.7747038753018896
724,0.5684109545558853,0.09746552994025343,0.4041070613562332,0.774909251484692
725,0.5615057717994588,0.09395283381792272,0.4023110766019961,0.7642297610519101
726,0.5648396614556107,0.09734948034490963,0.39867701391614907,0.779089529233642
727,0.5652909631044573,0.0926706911601484,0.4109406508873993,0.767814974681072
728,0.5613541829148534,0.09350509844964493,0.40083475375198385,0.7684108322452279
729,0.5601596466600625,0.09447002110731047,0.4004168431289956,0.7611278950304184
730,0.5615750846240795,0.09226106685993005,0.39783018258601144,0.7575095402810017
731,0.5563868323460806,0.09396360971127687,0.38883799294834187,0.7597520563241781
732,0.5483272387693907,0.0905906947173761,0.3800190049422926,0.7513718720928334
733,0.5337119846749295,0.08803456440872456,0.36551017458871654,0.7221042279588175
734,0.5280181928407681,0.08682523969980545,0.3606406832746742,0.7157037718217928
735,0.5103676166640148,0.08537572948570979,0.3398676574800088,0.6932893882219036
736,0.4944712202402636,0.0850361877044103,0.3131568775325173,0.6790144280223529
737,0.48640765261242735,0.08654849832341574,0.3063044320998281,0.6626163602869989
738,0.3882342782023584,0.11762735000217123,0.1577611599148515,0.5646945650364722
739,0.3674888644555722,0.1253622004456831,0.13189552376991795,0.5468987584402446
740,0.36562160413343914,0.12713244135637586,0.12941308784564426,0.5508666810477791
741,0.40009841359469106,0.11291594147649263,0.17288686507284934,0.579584071015579
742,0.40746521729227875,0.10654990297613225,0.1871920573204008,0.5715725304580794
743,0.4197157329175654,0.10168783655262005,0.20734953017112193,0.5842099196663975
744,0.4518387171352751,0.09359465852902447,0.24669132504656688,0.6208953626356143
745,0.4946815659138075,0.08838489840149914,0.30107830288478915,0.6766559147118203
746,0.5052374762809194,0.08363001198790604,0.33002162304302496,0.6766687694514129
747,0.4808395747181301,0.08600756240075161,0.2954082125485368,0.6485685251858564
748,0.5155237601439907,0.08672357826092679,0.34137216857613467,0.702823212945175
749,0.542498317629334,0.09018753899592687,0.3757304604512976,0.7333249901342607
750,0.5514894861172462,0.09140719524899023,0.38803964024823445,0.7456589195512006
751,0.559982472795929,0.09219185334660077,0.4032175409719165,0.7611977998936476
752,0.5642145646384719,0.09482537080645702,0.4026100378183481,0.7704904641987702
753,0.5645703686722621,0.09430844223327244,0.4051161300650243,0.7677214108753363
754,0.561424873419585,0.0967120792449843,0.39386503108236254,0.7666214570271913
755,0.5584485782138586,0.09523737362491425,0.39265097039564273,0.755608541109801
756,0.5550648128030878,0.09075814176600691,0.39534337355441873,0.7511432698733936
757,0.558953044191377,0.09266345712271608,0.39526654951386364,0.7574150360260731
758,0.5626679907654607,0.09438176866398941,0.3935522703874336,0.7634370632953064
759,0.562313788960905,0.09391589345410255,0.3963463070789965,0.7619417776545246
760,0.5657341084559739,0.09478065012159369,0.4000598663546835,0.7699868058282008
761,0.5597770593477113,0.09502549225554964,0.39346000608541776,0.7645446565086484
762,0.5549430250772642,0.09366753729074014,0.38328096647340426,0.7535386002053069
763,0.5592877036503154,0.0940334639022787,0.39505431631881754,0.7642525501391669
764,0.5604598054144524,0.09500730555625105,0.3949058493752407,0.7628154356524148
765,0.5468369029394895,0.08975547603724354,0.3821477154249574,0.7383283332491699
766,0.5337585404159455,0.08822538077518517,0.366849175101163,0.7261481298009134
767,0.5548427548772338,0.09174358204122529,0.3885571357482983,0.7481849289259127
768,0.5624997186345847,0.09523998037290471,0.3984768280375337,0.7702337208907956
769,0.560270800997072,0.09442451993964113,0.39791049869339634,0.7635687552840716
770,0.5608289417387592,0.09481177375128014,0.40244931119979216,0.7686816375258237
771,0.5620648146681689,0.09341470491925798,0.39691408286215407,0.7595152059401952
772,0.5631453423691481,0.09400417786247689,0.40594891829108964,0.767616726214059
773,0.5630656108640323,0.09614524788783471,0.4015379391154051,0.776573451553928
774,0.557628971265046,0.09450952474580997,0.3947848225103005,0.7609411130416083
775,0.5597412106359043,0.09513935352259847,0.39068858445052895,0.7668643928792642
776,0.563752611211622,0.0949288544721487,0.39974735244008186,0.772512244681659
777,0.5685997910657173,0.09778234389736658,0.39808631376305803,0.7704383515969189
778,0.5642343469409392,0.09437855844892248,0.3917561516238574,0.7672830393758737
779,0.5576320472046121,0.09504771155783104,0.3870985253376116,0.7630669557698525
780,0.543236230154402,0.0912543337587108,0.3742582397319573,0.7371507712144512
781,0.5098374917937832,0.08621880760637918,0.33965250211064446,0.684306027292486
782,0.499367074319888,0.0836434488615438,0.3245250840945676,0.668492547033814
783,0.49521185732165496,0.08669611193416772,0.31234954958349803,0.6760664631129027
784,0.36164300111420344,0.12810655671379026,0.12194328806983264,0.5450078967779982
785,0.3622683223248679,0.12816601971286165,0.13023407697766737,0.546487605921725
786,0.38999363295102746,0.11775052994851191,0.15389746723729292,0.5645663531416846
787,0.43801605013196127,0.09846422398387795,0.22658766865096824,0.6072605449355244
