path,filename,extension,size_mb,parent_folder,detected_sensor,detected_product_type,detected_date,detected_tile,detected_role,notes
原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\IMG_DATA\R60m\T37TDN_20220508T082611_SCL_60m.jp2,T37TDN_20220508T082611_SCL_60m.jp2,.jp2,0.4135,原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\IMG_DATA\R60m,Sentinel-2,L2A_SCL,20220508,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\IMG_DATA\R60m\T37TDN_20220508T082611_TCI_60m.jp2,T37TDN_20220508T082611_TCI_60m.jp2,.jp2,3.5639,原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\IMG_DATA\R60m,Sentinel-2,L2A_TCI,20220508,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\IMG_DATA\R60m\T37TDN_20220508T082611_WVP_60m.jp2,T37TDN_20220508T082611_WVP_60m.jp2,.jp2,2.4474,原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\IMG_DATA\R60m,Sentinel-2,L2A_WVP,20220508,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\QI_DATA\FORMAT_CORRECTNESS.xml,FORMAT_CORRECTNESS.xml,.xml,0.0076,原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\QI_DATA,Sentinel-2,L2A_metadata,20220508,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\QI_DATA\GENERAL_QUALITY.xml,GENERAL_QUALITY.xml,.xml,0.0039,原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\QI_DATA,Sentinel-2,L2A_metadata,20220508,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\QI_DATA\GEOMETRIC_QUALITY.xml,GEOMETRIC_QUALITY.xml,.xml,0.0047,原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\QI_DATA,Sentinel-2,L2A_metadata,20220508,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\QI_DATA\L2A_QUALITY.xml,L2A_QUALITY.xml,.xml,0.0076,原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\QI_DATA,Sentinel-2,L2A_metadata,20220508,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\QI_DATA\MSK_CLASSI_B00.jp2,MSK_CLASSI_B00.jp2,.jp2,0.0334,原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\QI_DATA,Sentinel-2,L2A,20220508,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\QI_DATA\MSK_CLDPRB_20m.jp2,MSK_CLDPRB_20m.jp2,.jp2,0.7755,原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\QI_DATA,Sentinel-2,L2A,20220508,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\QI_DATA\MSK_CLDPRB_60m.jp2,MSK_CLDPRB_60m.jp2,.jp2,0.1509,原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\QI_DATA,Sentinel-2,L2A,20220508,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\QI_DATA\MSK_DETFOO_B01.jp2,MSK_DETFOO_B01.jp2,.jp2,0.016,原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\QI_DATA,Sentinel-2,L2A,20220508,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\QI_DATA\MSK_DETFOO_B02.jp2,MSK_DETFOO_B02.jp2,.jp2,0.0701,原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\QI_DATA,Sentinel-2,L2A,20220508,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\QI_DATA\MSK_DETFOO_B03.jp2,MSK_DETFOO_B03.jp2,.jp2,0.0703,原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\QI_DATA,Sentinel-2,L2A,20220508,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\QI_DATA\MSK_DETFOO_B04.jp2,MSK_DETFOO_B04.jp2,.jp2,0.0703,原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\QI_DATA,Sentinel-2,L2A,20220508,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\QI_DATA\MSK_DETFOO_B05.jp2,MSK_DETFOO_B05.jp2,.jp2,0.0285,原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\QI_DATA,Sentinel-2,L2A,20220508,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\QI_DATA\MSK_DETFOO_B06.jp2,MSK_DETFOO_B06.jp2,.jp2,0.0285,原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\QI_DATA,Sentinel-2,L2A,20220508,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\QI_DATA\MSK_DETFOO_B07.jp2,MSK_DETFOO_B07.jp2,.jp2,0.0284,原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\QI_DATA,Sentinel-2,L2A,20220508,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\QI_DATA\MSK_DETFOO_B08.jp2,MSK_DETFOO_B08.jp2,.jp2,0.0702,原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\QI_DATA,Sentinel-2,L2A,20220508,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\QI_DATA\MSK_DETFOO_B09.jp2,MSK_DETFOO_B09.jp2,.jp2,0.0161,原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\QI_DATA,Sentinel-2,L2A,20220508,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\QI_DATA\MSK_DETFOO_B10.jp2,MSK_DETFOO_B10.jp2,.jp2,0.0161,原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\QI_DATA,Sentinel-2,L2A,20220508,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\QI_DATA\MSK_DETFOO_B11.jp2,MSK_DETFOO_B11.jp2,.jp2,0.0285,原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\QI_DATA,Sentinel-2,L2A,20220508,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\QI_DATA\MSK_DETFOO_B12.jp2,MSK_DETFOO_B12.jp2,.jp2,0.0285,原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\QI_DATA,Sentinel-2,L2A,20220508,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\QI_DATA\MSK_DETFOO_B8A.jp2,MSK_DETFOO_B8A.jp2,.jp2,0.0284,原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\QI_DATA,Sentinel-2,L2A,20220508,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\QI_DATA\MSK_QUALIT_B01.jp2,MSK_QUALIT_B01.jp2,.jp2,0.0141,原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\QI_DATA,Sentinel-2,L2A,20220508,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\QI_DATA\MSK_QUALIT_B02.jp2,MSK_QUALIT_B02.jp2,.jp2,0.0541,原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\QI_DATA,Sentinel-2,L2A,20220508,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\QI_DATA\MSK_QUALIT_B03.jp2,MSK_QUALIT_B03.jp2,.jp2,0.0542,原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\QI_DATA,Sentinel-2,L2A,20220508,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\QI_DATA\MSK_QUALIT_B04.jp2,MSK_QUALIT_B04.jp2,.jp2,0.0542,原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\QI_DATA,Sentinel-2,L2A,20220508,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\QI_DATA\MSK_QUALIT_B05.jp2,MSK_QUALIT_B05.jp2,.jp2,0.0134,原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\QI_DATA,Sentinel-2,L2A,20220508,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\QI_DATA\MSK_QUALIT_B06.jp2,MSK_QUALIT_B06.jp2,.jp2,0.0134,原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\QI_DATA,Sentinel-2,L2A,20220508,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\QI_DATA\MSK_QUALIT_B07.jp2,MSK_QUALIT_B07.jp2,.jp2,0.0134,原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\QI_DATA,Sentinel-2,L2A,20220508,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\QI_DATA\MSK_QUALIT_B08.jp2,MSK_QUALIT_B08.jp2,.jp2,0.0542,原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\QI_DATA,Sentinel-2,L2A,20220508,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\QI_DATA\MSK_QUALIT_B09.jp2,MSK_QUALIT_B09.jp2,.jp2,0.0141,原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\QI_DATA,Sentinel-2,L2A,20220508,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\QI_DATA\MSK_QUALIT_B10.jp2,MSK_QUALIT_B10.jp2,.jp2,0.0199,原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\QI_DATA,Sentinel-2,L2A,20220508,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\QI_DATA\MSK_QUALIT_B11.jp2,MSK_QUALIT_B11.jp2,.jp2,0.0271,原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\QI_DATA,Sentinel-2,L2A,20220508,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\QI_DATA\MSK_QUALIT_B12.jp2,MSK_QUALIT_B12.jp2,.jp2,0.0272,原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\QI_DATA,Sentinel-2,L2A,20220508,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\QI_DATA\MSK_QUALIT_B8A.jp2,MSK_QUALIT_B8A.jp2,.jp2,0.0134,原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\QI_DATA,Sentinel-2,L2A,20220508,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\QI_DATA\MSK_SNWPRB_20m.jp2,MSK_SNWPRB_20m.jp2,.jp2,0.0232,原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\QI_DATA,Sentinel-2,L2A,20220508,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\QI_DATA\MSK_SNWPRB_60m.jp2,MSK_SNWPRB_60m.jp2,.jp2,0.0128,原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\QI_DATA,Sentinel-2,L2A,20220508,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\QI_DATA\SENSOR_QUALITY.xml,SENSOR_QUALITY.xml,.xml,0.0031,原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\QI_DATA,Sentinel-2,L2A_metadata,20220508,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\QI_DATA\T37TDN_20220508T082611_PVI.jp2,T37TDN_20220508T082611_PVI.jp2,.jp2,0.1591,原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\QI_DATA,Sentinel-2,L2A,20220508,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\HTML\banner_1.png,banner_1.png,.png,0.0404,原始数据\Sentinel-2\战后2(2022.5)\HTML,Sentinel-2,L2A_support,unknown,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\HTML\banner_2.png,banner_2.png,.png,0.0559,原始数据\Sentinel-2\战后2(2022.5)\HTML,Sentinel-2,L2A_support,unknown,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\HTML\banner_3.png,banner_3.png,.png,0.0427,原始数据\Sentinel-2\战后2(2022.5)\HTML,Sentinel-2,L2A_support,unknown,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\HTML\star_bg.jpg,star_bg.jpg,.jpg,0.0018,原始数据\Sentinel-2\战后2(2022.5)\HTML,Sentinel-2,L2A_support,unknown,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\HTML\UserProduct_index.html,UserProduct_index.html,.html,0.008,原始数据\Sentinel-2\战后2(2022.5)\HTML,Sentinel-2,L2A_support,unknown,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\HTML\UserProduct_index.xsl,UserProduct_index.xsl,.xsl,0.0096,原始数据\Sentinel-2\战后2(2022.5)\HTML,Sentinel-2,L2A_support,unknown,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\rep_info\S2_PDI_Level-2A_Datastrip_Metadata.xsd,S2_PDI_Level-2A_Datastrip_Metadata.xsd,.xsd,0.0013,原始数据\Sentinel-2\战后2(2022.5)\rep_info,Sentinel-2,L2A_support,unknown,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\rep_info\S2_PDI_Level-2A_Tile_Metadata.xsd,S2_PDI_Level-2A_Tile_Metadata.xsd,.xsd,0.0009,原始数据\Sentinel-2\战后2(2022.5)\rep_info,Sentinel-2,L2A_support,unknown,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\rep_info\S2_User_Product_Level-2A_Metadata.xsd,S2_User_Product_Level-2A_Metadata.xsd,.xsd,0.001,原始数据\Sentinel-2\战后2(2022.5)\rep_info,Sentinel-2,L2A_support,unknown,unknown,main_post_20220508_T37TDN,
原始数据\VIIRS\战前夜光.h5,战前夜光.h5,.h5,28.0373,原始数据\VIIRS,VIIRS,NTL_H5,unknown,unknown,viirs_pre,VIIRS Nighttime Lights / Black Marble HDF5
原始数据\VIIRS\战后夜光.h5,战后夜光.h5,.h5,28.8329,原始数据\VIIRS,VIIRS,NTL_H5,unknown,unknown,viirs_post,VIIRS Nighttime Lights / Black Marble HDF5
