path,filename,extension,size_mb,parent_folder,detected_sensor,detected_product_type,detected_date,detected_tile,detected_role,notes
原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\IMG_DATA\R20m\T37TDN_20210523T082601_B05_20m.jp2,T37TDN_20210523T082601_B05_20m.jp2,.jp2,26.8516,原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\IMG_DATA\R20m,Sentinel-2,L2A_B05,20210523,unknown,main_pre_20210523_T37TDN,
原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\IMG_DATA\R20m\T37TDN_20210523T082601_B06_20m.jp2,T37TDN_20210523T082601_B06_20m.jp2,.jp2,29.5141,原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\IMG_DATA\R20m,Sentinel-2,L2A_B06,20210523,unknown,main_pre_20210523_T37TDN,
原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\IMG_DATA\R20m\T37TDN_20210523T082601_B07_20m.jp2,T37TDN_20210523T082601_B07_20m.jp2,.jp2,29.6358,原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\IMG_DATA\R20m,Sentinel-2,L2A_B07,20210523,unknown,main_pre_20210523_T37TDN,
原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\IMG_DATA\R20m\T37TDN_20210523T082601_B11_20m.jp2,T37TDN_20210523T082601_B11_20m.jp2,.jp2,26.4467,原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\IMG_DATA\R20m,Sentinel-2,L2A_B11,20210523,unknown,main_pre_20210523_T37TDN,
原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\IMG_DATA\R20m\T37TDN_20210523T082601_B12_20m.jp2,T37TDN_20210523T082601_B12_20m.jp2,.jp2,27.0517,原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\IMG_DATA\R20m,Sentinel-2,L2A_B12,20210523,unknown,main_pre_20210523_T37TDN,
原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\IMG_DATA\R20m\T37TDN_20210523T082601_B8A_20m.jp2,T37TDN_20210523T082601_B8A_20m.jp2,.jp2,29.6804,原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\IMG_DATA\R20m,Sentinel-2,L2A_B8A,20210523,unknown,main_pre_20210523_T37TDN,
原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\IMG_DATA\R20m\T37TDN_20210523T082601_SCL_20m.jp2,T37TDN_20210523T082601_SCL_20m.jp2,.jp2,1.5343,原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\IMG_DATA\R20m,Sentinel-2,L2A_SCL,20210523,unknown,main_pre_20210523_T37TDN,
原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\IMG_DATA\R20m\T37TDN_20210523T082601_TCI_20m.jp2,T37TDN_20210523T082601_TCI_20m.jp2,.jp2,30.4129,原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\IMG_DATA\R20m,Sentinel-2,L2A_TCI,20210523,unknown,main_pre_20210523_T37TDN,
原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\IMG_DATA\R20m\T37TDN_20210523T082601_WVP_20m.jp2,T37TDN_20210523T082601_WVP_20m.jp2,.jp2,21.3726,原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\IMG_DATA\R20m,Sentinel-2,L2A_WVP,20210523,unknown,main_pre_20210523_T37TDN,
原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\IMG_DATA\R60m\T37TDN_20210523T082601_AOT_60m.jp2,T37TDN_20210523T082601_AOT_60m.jp2,.jp2,0.1654,原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\IMG_DATA\R60m,Sentinel-2,L2A_AOT,20210523,unknown,main_pre_20210523_T37TDN,
原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\IMG_DATA\R60m\T37TDN_20210523T082601_B01_60m.jp2,T37TDN_20210523T082601_B01_60m.jp2,.jp2,3.1718,原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\IMG_DATA\R60m,Sentinel-2,L2A_B01,20210523,unknown,main_pre_20210523_T37TDN,
原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\IMG_DATA\R60m\T37TDN_20210523T082601_B02_60m.jp2,T37TDN_20210523T082601_B02_60m.jp2,.jp2,3.5177,原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\IMG_DATA\R60m,Sentinel-2,L2A_B02,20210523,unknown,main_pre_20210523_T37TDN,
原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\IMG_DATA\R60m\T37TDN_20210523T082601_B03_60m.jp2,T37TDN_20210523T082601_B03_60m.jp2,.jp2,3.5724,原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\IMG_DATA\R60m,Sentinel-2,L2A_B03,20210523,unknown,main_pre_20210523_T37TDN,
原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\IMG_DATA\R60m\T37TDN_20210523T082601_B04_60m.jp2,T37TDN_20210523T082601_B04_60m.jp2,.jp2,3.595,原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\IMG_DATA\R60m,Sentinel-2,L2A_B04,20210523,unknown,main_pre_20210523_T37TDN,
原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\IMG_DATA\R60m\T37TDN_20210523T082601_B05_60m.jp2,T37TDN_20210523T082601_B05_60m.jp2,.jp2,3.5985,原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\IMG_DATA\R60m,Sentinel-2,L2A_B05,20210523,unknown,main_pre_20210523_T37TDN,
原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\IMG_DATA\R60m\T37TDN_20210523T082601_B06_60m.jp2,T37TDN_20210523T082601_B06_60m.jp2,.jp2,3.581,原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\IMG_DATA\R60m,Sentinel-2,L2A_B06,20210523,unknown,main_pre_20210523_T37TDN,
原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\IMG_DATA\R60m\T37TDN_20210523T082601_B07_60m.jp2,T37TDN_20210523T082601_B07_60m.jp2,.jp2,3.5493,原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\IMG_DATA\R60m,Sentinel-2,L2A_B07,20210523,unknown,main_pre_20210523_T37TDN,
原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\IMG_DATA\R60m\T37TDN_20210523T082601_B09_60m.jp2,T37TDN_20210523T082601_B09_60m.jp2,.jp2,3.5572,原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\IMG_DATA\R60m,Sentinel-2,L2A_B09,20210523,unknown,main_pre_20210523_T37TDN,
原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\IMG_DATA\R60m\T37TDN_20210523T082601_B11_60m.jp2,T37TDN_20210523T082601_B11_60m.jp2,.jp2,3.5481,原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\IMG_DATA\R60m,Sentinel-2,L2A_B11,20210523,unknown,main_pre_20210523_T37TDN,
原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\IMG_DATA\R60m\T37TDN_20210523T082601_B12_60m.jp2,T37TDN_20210523T082601_B12_60m.jp2,.jp2,3.589,原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\IMG_DATA\R60m,Sentinel-2,L2A_B12,20210523,unknown,main_pre_20210523_T37TDN,
原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\IMG_DATA\R60m\T37TDN_20210523T082601_B8A_60m.jp2,T37TDN_20210523T082601_B8A_60m.jp2,.jp2,3.5608,原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\IMG_DATA\R60m,Sentinel-2,L2A_B8A,20210523,unknown,main_pre_20210523_T37TDN,
原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\IMG_DATA\R60m\T37TDN_20210523T082601_SCL_60m.jp2,T37TDN_20210523T082601_SCL_60m.jp2,.jp2,0.4164,原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\IMG_DATA\R60m,Sentinel-2,L2A_SCL,20210523,unknown,main_pre_20210523_T37TDN,
原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\IMG_DATA\R60m\T37TDN_20210523T082601_TCI_60m.jp2,T37TDN_20210523T082601_TCI_60m.jp2,.jp2,3.5532,原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\IMG_DATA\R60m,Sentinel-2,L2A_TCI,20210523,unknown,main_pre_20210523_T37TDN,
原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\IMG_DATA\R60m\T37TDN_20210523T082601_WVP_60m.jp2,T37TDN_20210523T082601_WVP_60m.jp2,.jp2,3.1179,原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\IMG_DATA\R60m,Sentinel-2,L2A_WVP,20210523,unknown,main_pre_20210523_T37TDN,
原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\QI_DATA\FORMAT_CORRECTNESS.xml,FORMAT_CORRECTNESS.xml,.xml,0.0076,原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\QI_DATA,Sentinel-2,L2A_metadata,20210523,unknown,main_pre_20210523_T37TDN,
原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\QI_DATA\GENERAL_QUALITY.xml,GENERAL_QUALITY.xml,.xml,0.0039,原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\QI_DATA,Sentinel-2,L2A_metadata,20210523,unknown,main_pre_20210523_T37TDN,
原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\QI_DATA\GEOMETRIC_QUALITY.xml,GEOMETRIC_QUALITY.xml,.xml,0.0047,原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\QI_DATA,Sentinel-2,L2A_metadata,20210523,unknown,main_pre_20210523_T37TDN,
原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\QI_DATA\L2A_QUALITY.xml,L2A_QUALITY.xml,.xml,0.0076,原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\QI_DATA,Sentinel-2,L2A_metadata,20210523,unknown,main_pre_20210523_T37TDN,
原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\QI_DATA\MSK_CLASSI_B00.jp2,MSK_CLASSI_B00.jp2,.jp2,0.0142,原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\QI_DATA,Sentinel-2,L2A,20210523,unknown,main_pre_20210523_T37TDN,
原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\QI_DATA\MSK_CLDPRB_20m.jp2,MSK_CLDPRB_20m.jp2,.jp2,1.4415,原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\QI_DATA,Sentinel-2,L2A,20210523,unknown,main_pre_20210523_T37TDN,
原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\QI_DATA\MSK_CLDPRB_60m.jp2,MSK_CLDPRB_60m.jp2,.jp2,0.3127,原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\QI_DATA,Sentinel-2,L2A,20210523,unknown,main_pre_20210523_T37TDN,
原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\QI_DATA\MSK_DETFOO_B01.jp2,MSK_DETFOO_B01.jp2,.jp2,0.0161,原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\QI_DATA,Sentinel-2,L2A,20210523,unknown,main_pre_20210523_T37TDN,
原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\QI_DATA\MSK_DETFOO_B02.jp2,MSK_DETFOO_B02.jp2,.jp2,0.0702,原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\QI_DATA,Sentinel-2,L2A,20210523,unknown,main_pre_20210523_T37TDN,
原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\QI_DATA\MSK_DETFOO_B03.jp2,MSK_DETFOO_B03.jp2,.jp2,0.0704,原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\QI_DATA,Sentinel-2,L2A,20210523,unknown,main_pre_20210523_T37TDN,
原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\QI_DATA\MSK_DETFOO_B04.jp2,MSK_DETFOO_B04.jp2,.jp2,0.0704,原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\QI_DATA,Sentinel-2,L2A,20210523,unknown,main_pre_20210523_T37TDN,
原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\QI_DATA\MSK_DETFOO_B05.jp2,MSK_DETFOO_B05.jp2,.jp2,0.0286,原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\QI_DATA,Sentinel-2,L2A,20210523,unknown,main_pre_20210523_T37TDN,
原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\QI_DATA\MSK_DETFOO_B06.jp2,MSK_DETFOO_B06.jp2,.jp2,0.0285,原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\QI_DATA,Sentinel-2,L2A,20210523,unknown,main_pre_20210523_T37TDN,
原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\QI_DATA\MSK_DETFOO_B07.jp2,MSK_DETFOO_B07.jp2,.jp2,0.0285,原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\QI_DATA,Sentinel-2,L2A,20210523,unknown,main_pre_20210523_T37TDN,
原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\QI_DATA\MSK_DETFOO_B08.jp2,MSK_DETFOO_B08.jp2,.jp2,0.0704,原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\QI_DATA,Sentinel-2,L2A,20210523,unknown,main_pre_20210523_T37TDN,
原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\QI_DATA\MSK_DETFOO_B09.jp2,MSK_DETFOO_B09.jp2,.jp2,0.0161,原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\QI_DATA,Sentinel-2,L2A,20210523,unknown,main_pre_20210523_T37TDN,
原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\QI_DATA\MSK_DETFOO_B10.jp2,MSK_DETFOO_B10.jp2,.jp2,0.0161,原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\QI_DATA,Sentinel-2,L2A,20210523,unknown,main_pre_20210523_T37TDN,
原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\QI_DATA\MSK_DETFOO_B11.jp2,MSK_DETFOO_B11.jp2,.jp2,0.0285,原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\QI_DATA,Sentinel-2,L2A,20210523,unknown,main_pre_20210523_T37TDN,
原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\QI_DATA\MSK_DETFOO_B12.jp2,MSK_DETFOO_B12.jp2,.jp2,0.0285,原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\QI_DATA,Sentinel-2,L2A,20210523,unknown,main_pre_20210523_T37TDN,
原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\QI_DATA\MSK_DETFOO_B8A.jp2,MSK_DETFOO_B8A.jp2,.jp2,0.0286,原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\QI_DATA,Sentinel-2,L2A,20210523,unknown,main_pre_20210523_T37TDN,
原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\QI_DATA\MSK_QUALIT_B01.jp2,MSK_QUALIT_B01.jp2,.jp2,0.0141,原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\QI_DATA,Sentinel-2,L2A,20210523,unknown,main_pre_20210523_T37TDN,
原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\QI_DATA\MSK_QUALIT_B02.jp2,MSK_QUALIT_B02.jp2,.jp2,0.0543,原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\QI_DATA,Sentinel-2,L2A,20210523,unknown,main_pre_20210523_T37TDN,
原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\QI_DATA\MSK_QUALIT_B03.jp2,MSK_QUALIT_B03.jp2,.jp2,0.0544,原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\QI_DATA,Sentinel-2,L2A,20210523,unknown,main_pre_20210523_T37TDN,
原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\QI_DATA\MSK_QUALIT_B04.jp2,MSK_QUALIT_B04.jp2,.jp2,0.0545,原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\QI_DATA,Sentinel-2,L2A,20210523,unknown,main_pre_20210523_T37TDN,
原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\QI_DATA\MSK_QUALIT_B05.jp2,MSK_QUALIT_B05.jp2,.jp2,0.0134,原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\QI_DATA,Sentinel-2,L2A,20210523,unknown,main_pre_20210523_T37TDN,
原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\QI_DATA\MSK_QUALIT_B06.jp2,MSK_QUALIT_B06.jp2,.jp2,0.0135,原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\QI_DATA,Sentinel-2,L2A,20210523,unknown,main_pre_20210523_T37TDN,
原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\QI_DATA\MSK_QUALIT_B07.jp2,MSK_QUALIT_B07.jp2,.jp2,0.0134,原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\QI_DATA,Sentinel-2,L2A,20210523,unknown,main_pre_20210523_T37TDN,
原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\QI_DATA\MSK_QUALIT_B08.jp2,MSK_QUALIT_B08.jp2,.jp2,0.0546,原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\QI_DATA,Sentinel-2,L2A,20210523,unknown,main_pre_20210523_T37TDN,
原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\QI_DATA\MSK_QUALIT_B09.jp2,MSK_QUALIT_B09.jp2,.jp2,0.0141,原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\QI_DATA,Sentinel-2,L2A,20210523,unknown,main_pre_20210523_T37TDN,
原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\QI_DATA\MSK_QUALIT_B10.jp2,MSK_QUALIT_B10.jp2,.jp2,0.02,原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\QI_DATA,Sentinel-2,L2A,20210523,unknown,main_pre_20210523_T37TDN,
原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\QI_DATA\MSK_QUALIT_B11.jp2,MSK_QUALIT_B11.jp2,.jp2,0.0276,原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\QI_DATA,Sentinel-2,L2A,20210523,unknown,main_pre_20210523_T37TDN,
原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\QI_DATA\MSK_QUALIT_B12.jp2,MSK_QUALIT_B12.jp2,.jp2,0.0275,原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\QI_DATA,Sentinel-2,L2A,20210523,unknown,main_pre_20210523_T37TDN,
原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\QI_DATA\MSK_QUALIT_B8A.jp2,MSK_QUALIT_B8A.jp2,.jp2,0.0135,原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\QI_DATA,Sentinel-2,L2A,20210523,unknown,main_pre_20210523_T37TDN,
原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\QI_DATA\MSK_SNWPRB_20m.jp2,MSK_SNWPRB_20m.jp2,.jp2,0.0231,原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\QI_DATA,Sentinel-2,L2A,20210523,unknown,main_pre_20210523_T37TDN,
原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\QI_DATA\MSK_SNWPRB_60m.jp2,MSK_SNWPRB_60m.jp2,.jp2,0.0127,原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\QI_DATA,Sentinel-2,L2A,20210523,unknown,main_pre_20210523_T37TDN,
原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\QI_DATA\SENSOR_QUALITY.xml,SENSOR_QUALITY.xml,.xml,0.0031,原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\QI_DATA,Sentinel-2,L2A_metadata,20210523,unknown,main_pre_20210523_T37TDN,
原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\QI_DATA\T37TDN_20210523T082601_PVI.jp2,T37TDN_20210523T082601_PVI.jp2,.jp2,0.1581,原始数据\Sentinel-2\战前2（2021.5）\GRANULE\L2A_T37TDN_A030906_20210523T083300\QI_DATA,Sentinel-2,L2A,20210523,unknown,main_pre_20210523_T37TDN,
原始数据\Sentinel-2\战前2（2021.5）\HTML\banner_1.png,banner_1.png,.png,0.0404,原始数据\Sentinel-2\战前2（2021.5）\HTML,Sentinel-2,L2A_support,unknown,unknown,main_pre_20210523_T37TDN,
原始数据\Sentinel-2\战前2（2021.5）\HTML\banner_2.png,banner_2.png,.png,0.0559,原始数据\Sentinel-2\战前2（2021.5）\HTML,Sentinel-2,L2A_support,unknown,unknown,main_pre_20210523_T37TDN,
原始数据\Sentinel-2\战前2（2021.5）\HTML\banner_3.png,banner_3.png,.png,0.0427,原始数据\Sentinel-2\战前2（2021.5）\HTML,Sentinel-2,L2A_support,unknown,unknown,main_pre_20210523_T37TDN,
原始数据\Sentinel-2\战前2（2021.5）\HTML\star_bg.jpg,star_bg.jpg,.jpg,0.0018,原始数据\Sentinel-2\战前2（2021.5）\HTML,Sentinel-2,L2A_support,unknown,unknown,main_pre_20210523_T37TDN,
原始数据\Sentinel-2\战前2（2021.5）\HTML\UserProduct_index.html,UserProduct_index.html,.html,0.008,原始数据\Sentinel-2\战前2（2021.5）\HTML,Sentinel-2,L2A_support,unknown,unknown,main_pre_20210523_T37TDN,
原始数据\Sentinel-2\战前2（2021.5）\HTML\UserProduct_index.xsl,UserProduct_index.xsl,.xsl,0.0096,原始数据\Sentinel-2\战前2（2021.5）\HTML,Sentinel-2,L2A_support,unknown,unknown,main_pre_20210523_T37TDN,
原始数据\Sentinel-2\战前2（2021.5）\rep_info\S2_PDI_Level-2A_Datastrip_Metadata.xsd,S2_PDI_Level-2A_Datastrip_Metadata.xsd,.xsd,0.0013,原始数据\Sentinel-2\战前2（2021.5）\rep_info,Sentinel-2,L2A_support,unknown,unknown,main_pre_20210523_T37TDN,
原始数据\Sentinel-2\战前2（2021.5）\rep_info\S2_PDI_Level-2A_Tile_Metadata.xsd,S2_PDI_Level-2A_Tile_Metadata.xsd,.xsd,0.0009,原始数据\Sentinel-2\战前2（2021.5）\rep_info,Sentinel-2,L2A_support,unknown,unknown,main_pre_20210523_T37TDN,
原始数据\Sentinel-2\战前2（2021.5）\rep_info\S2_User_Product_Level-2A_Metadata.xsd,S2_User_Product_Level-2A_Metadata.xsd,.xsd,0.001,原始数据\Sentinel-2\战前2（2021.5）\rep_info,Sentinel-2,L2A_support,unknown,unknown,main_pre_20210523_T37TDN,
原始数据\Sentinel-2\战后1(2022.5)\INSPIRE.xml,INSPIRE.xml,.xml,0.0178,原始数据\Sentinel-2\战后1(2022.5),Sentinel-2,L2A_metadata,unknown,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\manifest.safe,manifest.safe,.safe,0.0657,原始数据\Sentinel-2\战后1(2022.5),Sentinel-2,L2A_support,unknown,unknown,main_post_20220508_T37TCN,
