grid_id,resid_s2,resid_viirs,theta_mean
328,1.363767989549324,-0.8973428513424213,-1.7014639024561584
329,1.0257580887967617,-0.6633969423610895,-1.6981173817956874
330,0.9566386539866705,-0.17041514474286942,-1.695202645917266
331,1.2088545796159065,-0.344965782491355,-1.697277242393709
332,1.427671664038624,0.18439691135344263,-1.6929425379671632
333,-0.9817752686290757,0.6228619580749067,-1.6912602052032704
334,-1.2098692527186836,0.827260672476237,-1.6892672515234783
335,-1.3376550940220677,0.8322496694199449,-1.688845664896258
336,-2.0896948171047853,0.8734713686770319,-1.6926298761265328
337,-1.437890224104852,0.8873712941154537,-1.6910101558553523
338,-0.21871123792419622,0.9012902070931033,-1.6891036556793126
339,-0.8453389368563458,0.9275501913071958,-1.6894535275081382
340,-0.779268797000086,0.9555166733389849,-1.6897395925764978
341,-0.7648861104691331,0.9172594956012594,-1.690280256029224
342,-1.6896990665797764,0.853369643480277,-1.6914009599945277
343,-1.2871285185948782,0.7887561858959407,-1.6906524893008816
344,-3.1159321891910805,0.6806954601966272,-1.6933521842082446
345,-0.3936131029630836,0.5983505399334571,-1.6909430630097075
346,,0.22501963787813628,-1.6931669037368253
347,,0.056443977734054226,-1.6962748987806842
348,,0.3959981187795648,-1.693006626818902
349,,,-1.6957221574011734
350,,,-1.694801902449984
351,,,-1.6958389627525674
352,,-0.017647982447201428,-1.6960609486424782
353,,-0.10812403278683265,-1.6964730339952154
354,,-0.034831401920902096,-1.6954021772560215
355,,-0.09409258317721124,-1.6969208770148918
356,,-0.11670552444363527,-1.6970564058181488
357,,-0.3206782601709953,-1.6985570048327618
358,,-0.08751277971017696,-1.6962388841389018
359,,0.07128011644780574,-1.6951186368518885
360,,0.45180479637183657,-1.691894736335153
361,,-0.06952361290187353,-1.6962783207360608
362,1.051846471734379,-0.5451210250593168,-1.7005298954257635
363,0.48919618001760323,-0.7748758475996708,-1.7005986582593966
364,-0.18833273209736978,-0.7251927081458218,-1.7031197035748498
365,-1.4928326682703528,-0.4592401226821479,-1.6993102027105411
366,-0.45566147467065976,-0.054602544001616134,-1.6970034240059808
367,-0.8845322116296002,-0.0688756380221158,-1.6971929759571074
368,-1.168300595030165,-0.40674750370751656,-1.6995563664197924
369,-0.4484636811617708,-0.4336629347460993,-1.6981513243794009
370,2.5232335795310252,-0.9549472926714365,-1.7008787697329115
371,1.5531210527964527,-0.3341122035591242,-1.6971121195439858
372,2.9055175262813613,-0.31676580967254875,-1.6950132735886951
373,2.455689738317043,-0.6907225696713977,-1.6983388040137513
374,2.285134260455174,-0.9250643348663216,-1.701009909914488
375,0.9962760316804888,-1.2513168766299163,-1.7056963130374176
376,1.057150643635441,-0.7660374206264261,-1.6999631915630786
377,1.3625543388657118,-0.11324151032784337,-1.6948144602271136
378,2.976727776394468,0.34499416436093816,-1.689862233507973
379,-0.103835229042744,0.4861007670950657,-1.6924926775392444
380,0.9944665359676526,0.708477268275102,-1.6884846822696558
381,-1.0750684315966805,0.8602540566123437,-1.689102237779758
382,-0.9667967489922225,0.9350577307690593,-1.6901172517769907
383,-0.9029898793763218,0.8761327522838599,-1.6896385598267218
384,-0.4278154983230804,0.891546989022148,-1.6882236060451041
385,-0.9487600302557624,0.9298451497445875,-1.6895558711483094
386,-0.9724343883070672,0.9334041902394948,-1.6893781256737066
387,-0.7033696392452384,0.8991460285094196,-1.6891287233877026
388,0.2177226661426519,0.9193856187475928,-1.687928708786691
389,-0.40340637147244696,0.9292078047884036,-1.6896205586437865
